;Materialnummer;Kategorie;Unterkategorie;Boxnumenummer;Name;Anzahl;Annmerkung
;1;Farbmittel;Farbstoffe;FM-PI-001;Gummi Gutti Pulver 37050;1;Kleines Fläschen
;2;Farbmittel;Farbstoffe;FM-PI-001;Sandelholz 36180;1;Kleines Fläschen
;3;Farbmittel;Farbstoffe;FM-PI-001;Curcuma 37220;1;Kleines Fläschen
;4;Farbmittel;Farbstoffe;FM-PI-001;Henna schwarzfärbend 37510;1;Kleines Fläschen
;5;Farbmittel;Farbstoffe;FM-PI-001;Krappwurzeln ganz 37199;1;Kleines Fläschen
;6;Farbmittel;Farbstoffe;FM-PI-001;Indigotin blau 94160;1;Kleines Fläschen
;7;Farbmittel;Farbstoffe;FM-PI-001;Rhodamin B 94900;1;Kleines Fläschen
;8;Farbmittel;Pigmente;FM-PI-001;Ägyptisch grün 10064;1;Kleines Fläschen
;9;Farbmittel;Pigmente;FM-PI-001;Bleinzinngelb II 10120;1;Kleines Fläschen
;10;Farbmittel;Pigmente;FM-PI-001;Blue Bice 10184;1;Kleines Fläschen
;11;Farbmittel;Pigmente;FM-PI-001;Andalusischer roter Ocker 11274;1;Kleines Fläschen
;12;Farbmittel;Pigmente;FM-PI-001;Roter Jaspis 11300;1;Kleines Fläschen
;13;Farbmittel;Pigmente;FM-PI-001;Shungit 12040;1;Kleines Fläschen
;14;Farbmittel;Pigmente;FM-PI-001;Heliogen grün dunkel 23000;1;Kleines Fläschen
;15;Farbmittel;Pigmente;FM-PI-001;Heliogen blau 23050;1;Kleines Fläschen
;16;Farbmittel;Pigmente;FM-PI-001;Pyramidengelb mittel 23370;1;Kleines Fläschen
;17;Farbmittel;Pigmente;FM-PI-001;Novacron Orange F- BR 345130;1;Kleines Fläschen
;18;Farbmittel;Pigmente;FM-PI-001;Kobalt- Grünblauoxid 44110;1;Kleines Fläschen
;117;Farbmittel;Pigmente;FM-PI-002;Scholz Pigmente;1;117-1 Bayferrox Rot 110
;118;Farbmittel;Pigmente;FM-PI-002;Scholz Pigmente;1;118-1 Bayferrox Gelb 920
;119;Farbmittel;Pigmente;FM-PI-002;Scholz Pigmente;1;119-1 Bayferrox Schwarz 360
;120;Farbmittel;Pigmente;FM-PI-002;Scholz Pigmente;1;120-1 Bayferrox Braun 610
;121;Farbmittel;Pigmente;FM-PI-002;Scholz Pigmente;1;121-1 Chromoxidgrün G2023 BB
;122;Farbmittel;Pigmente;FM-PI-002;Scholz Pigmente;1;122-1 Titandioxid G 2515 BB
;20;Farbmittel;X;FM-PI-001;Indigogrün 0- 63 µ 36267;1;Kleines Fläschen
;21;Farbmittel;X;FM-PI-001;Novacron Brillant- Blau FN- G 345160;1;Kleines Fläschen
;22;Farbmittel;X;FM-PI-001;Birkenblätter 38500;1;Kleines Fläschen
;23;Farbmittel;X;FM-PI-001;Thermochrom Pigment Purple 56843 ;1;Kleines Fläschen
;24;Farbmittel;X;FM-PI-001;Nigrosin 94050;1;Kleines Fläschen
;358;Farbmittel;X;FM-PI-001;Aegirin fein;1;358-1 Fläschchen
;359;Farbmittel;X;FM-PI-001;Uranin ;1;359-1 Fläschchen
;396;Fertigungsbeispiele;Faserverbundwerkstoffe;FB-X-007;Faserverbundwerkstoffe;7;396-1 Carbon-/Aramidfasern und Epoxisharz gewickelt
;396;Fertigungsbeispiele;Faserverbundwerkstoffe;FB-X-007;Faserverbundwerkstoffe;;396-2 Carbonfasern und Epoxidharz
;396;Fertigungsbeispiele;Faserverbundwerkstoffe;FB-X-007;Faserverbundwerkstoffe;;396-3 System mit endlos gerichteten Fasern
;396;Fertigungsbeispiele;Faserverbundwerkstoffe;FB-X-007;Faserverbundwerkstoffe;;396-4 Doppel-W-Profil Twintex 35-Vol-%
;396;Fertigungsbeispiele;Faserverbundwerkstoffe;FB-X-007;Faserverbundwerkstoffe;;396-5 WPC-Holz-Kunststoff-Verbundwerkstoff
;396;Fertigungsbeispiele;Faserverbundwerkstoffe;FB-X-007;Faserverbundwerkstoffe;;396-6 Carbonfiber-Polycarbonat
;396;Fertigungsbeispiele;Faserverbundwerkstoffe;FB-X-007;Faserverbundwerkstoffe;;396-7  Kohlenstofffasergewebe mit Kunstharz
;370;Fertigungsbeispiele;Kunstoff;FB-X-005;Fertigungsmuster Gleitlager;2;370-1 Tüte mit Gleitlager- Einzelteilen
;370;Fertigungsbeispiele;Kunstoff;FB-X-005;Fertigungsmuster Gleitlager;;370-2 Gleitlager
;394;Fertigungsbeispiele;Kunstoff ;FB-X-001;Verschiedene Dichtungsbänder ;1;394-1 Pro Clima Factum Box
;393;Fertigungsbeispiele;Kunstoff/Metall ;FB-X-005;Silikonspritze Kanüle ;1;393-1 Kanüle Zimehl
;395;Fertigungsbeispiele;Kunstoff/Stein;FB-X-006;Stone Veneer;4;395-1 Decor Slim Stone Copper Gold
;395;Fertigungsbeispiele;Kunstoff/Stein;FB-X-006;Stone Veneer;;395-2 Decor Slim Stone FLorida Green
;395;Fertigungsbeispiele;Kunstoff/Stein;FB-X-006;Stone Veneer;;395-3 Decor Slim Stone  Damascus Green
;395;Fertigungsbeispiele;Kunstoff/Stein;FB-X-006;Stone Veneer;;395 -4 Richter Mustermappe Stone Veneer
;369;Fertigunsbeispiele;Kunstoff;FB-X-004;Fertigungsmuster;3;369-1 Zange
;369;Fertigunsbeispiele;Kunstoff;FB-X-005;Fertigungsmuster;;369-2 Maske
;369;Fertigunsbeispiele;Kunstoff;FB-X-006;Fertigungsmuster;;369-3 Handyhülle
;365;Fertigunsbeispiele;Metall;FB-X-002;Fertigungsmuster;2;365-1/2 Fertigungsmuster
;366;Fertigunsbeispiele;Metall;FB-X-003;Fertigungsmuster;7;366-1/7 Fertigungsmuster Richter Systeme
;367;Fertigunsbeispiele;Metall;FB-X-002;Fertigungsmuster;1;367-1 Fertigungsmuster Rahmen
;368;Fertigunsbeispiele;Metall;FB-X-002;Fertigungsmuster;1;368-1 Fertigungsmuster Rahmen
;364;Fertigunsbeispiele;X;FB-X-001;Modulor- Kiste;2;364-1/2 Modulor- Kiste
;25;Glas;Glas Rohstoffe;GL-X-001;Borosilikatglas;;25-1 Laborflasche mit Drehverschluss
;25;Glas;Glas Rohstoffe;GL-X-001;Borosilikatglas;2;25-1 Becherglas
;26;Glas;Glas Rohstoffe;GL-GW-006;Dichroitisches Glas;;26-2 Musterkasten
;26;Glas;Glas Werkstoffe;GL-GW-006;Dichroitisches Glas;2;26-1 Musterkasten
;27;Glas;Glas Werkstoffe;GL-GW-002;Glasmosaiksteine;20;27- 1/19 Musterkarten
;27;Glas;Glas Werkstoffe;GL-GW-002;Glasmosaiksteine;;27- 20 Musterbuch
;28;Glas;Glas Werkstoffe;xx;Dekorglas;5;28-1 weiss
;28;Glas;Glas Werkstoffe;xx;Dekorglas;;28-2 Dekorglas Grobstrukturiert SR 178 hell
;28;Glas;Glas Werkstoffe;xx;Dekorglas;;28-3 Dekorglas Strukturiert Chinchilla hell
;28;Glas;Glas Werkstoffe;xx;Dekorglas;;28-4 Dekorglas feinstrukturiert Float SR 200
;28;Glas;Glas Werkstoffe;xx;Dekorglas;;28-5 Dekorglas Kariert Mastercarre hell
;49;Glas;Glas Werkstoffe;xx;Flachglas;1;49-1 Chemisch geätzt Fili Mate
;29;Glas;Glas Werkstoffe;GL-GW-003;Weissglas;14;29- 1 Hinterlackiertes Weissglas (silber)
;29;Glas;Glas Werkstoffe;GL-GW-003;Weissglas;;29- 2 Hinterlackiertes Weissglas (silber)
;29;Glas;Glas Werkstoffe;GL-GW-003;Weissglas;;29- 3 Normal
;29;Glas;Glas Werkstoffe;GL-GW-003;Weissglas;;29- 4 Hinterlackiertes Weissglas (weiss)
;29;Glas;Glas Werkstoffe;GL-GW-003;Weissglas;;29- 5 Hinterlackiertes Weissglas (weiss&matt)
;29;Glas;Glas Werkstoffe;GL-GW-003;Weissglas;;29- 6 innen graviert
;29;Glas;Glas Werkstoffe;GL-GW-004;Weissglas;;29- 7/13 mit speziellem Lackierverfahren
;29;Glas;Glas Werkstoffe;GL-GW-003;Weissglas;; 
;30;Glas;Glas Werkstoffe;GL-GW-005;Monolithisches Floatglas;1;30- 1 weiss
;31;Glas;Glas Werkstoffe;GL-GW-005;Floatglas;6;31- 1 blau lackiert
;31;Glas;Glas Werkstoffe;GL-GW-005;Floatglas;;31- 2 orange lackiert mit Kork
;31;Glas;Glas Werkstoffe;xx;Floatglas;;31-3 blaus durchfärbte Floatglas
;31;Glas;Glas Werkstoffe;xx;Floatglas;;31-4 graus durchfärbtes Floatglas
;31;Glas;Glas Werkstoffe;xx;Floatglas;;31-5 bronze durchfärbtes Floatglas
;31;Glas;Glas Werkstoffe;xx;Floatglas;;31-6 transparent 8mm Stärke
;32;Glas;Glas Werkstoffe;GL-GW-005;ESG;1;32-1 blau
;33;Glas;Glas Werkstoffe;GL-GW-006;Glaskeramik;1;33-1 chinesisch
;34;Glas;Glas Werkstoffe;GL-GW-006;Blähglasgranulat;1;34-1 Quadrat
;35;Glas;Glas Werkstoffe;GL-GW-007;Flaschen;8;35- 1 klein grün
;35;Glas;Glas Werkstoffe;GL-GW-007;Flaschen;;35- 2 lackiert gold 
;35;Glas;Glas Werkstoffe;GL-GW-007;Flaschen;;35- 3 groß durchsichtigg
;35;Glas;Glas Werkstoffe;GL-GW-007;Flaschen;;35 -4 grün bauchig
;35;Glas;Glas Werkstoffe;GL-GW-008;Flaschen;;35- 5 braun mittel
;35;Glas;Glas Werkstoffe;GL-GW-008;Flaschen;;35- 6 dunkelgrün mittel
;35;Glas;Glas Werkstoffe;GL-GW-008;Flaschen;;35- 7 grün mit Prägung
;223;Glas;X;GL-X-009;Glasfaser;1;223-1 Glasfaser weiß
;389;Glas;X;GL-X-009;Glasfasergewebe;2;389-1 Mustermappe 'Brillux CreaGlas Gewebe'
;389;Glas;X;GL-X-009;Glasfasergewebe;;389-2 Mustermappe 'Sto'
;37;Holz;Holzwerkstoff;HO-HW-001;Akusitkplatten;;37- 2 Oberfläche mit Holzoptik
;37;Holz;Holzwerkstoff;HO-HW-029;Akusitkplatten;;37- 3 Oberfläche mit Metalloptik
;37;Holz;Holzwerkstoff;HO-HW-001;Akusitkplatten;;37- 4 Akustiknutpaneele
;37;Holz;Holzwerkstoff;HO-HW-001;Akusitkplatten;;37- 5/7 mit besondere Beschichtung
;37;Holz;Holzwerkstoff;HO-HW-029;Akusitkplatten;;37- 8 mit Jutegewebe
;37;Holz;Holzwerkstoff;HO-HW-029;Akusitkplatten;;37- 9 stoffeingebunden
;38;Holz;Holzwerkstoff;HO-HW-002;Langspanplatte OSB ;1;38-1 natur
;39;Holz;Holzwerkstoff;HO-HW-002;Kunststoffbelegte Spanplatte;1;39-1 weiss
;40;Holz;Holzwerkstoff;HO-HW-002;Schichtholz;5;40-1 Buche schwer entflammbar
;40;Holz;Holzwerkstoff;HO-HW-002;Schichtholz;;40-2 Fassadenplatte Lärche
;40;Holz;Holzwerkstoff;HO-HW-002;Schichtholz;;40-3 Speerholz Ahorn
;40;Holz;Holzwerkstoff;HO-HW-002;Schichtholz;;40-4 Buche verleimt
;40;Holz;Holzwerkstoff;HO-HW-002;Schichtholz;;40-5 bearbeitet mit Aluminiumplatte
;41;Holz;Holzwerkstoff;HO-HW-002;Brettschichtholz;2;41-1
;41;Holz;Holzwerkstoff;HO-HW-002;Brettschichtholz;;41-2
;42;Holz;Holzwerkstoff;HO-HW-003;Dekorativbeschichtete Holzfaserplatte;30;42-1/18 verschiedene Farbmuster
;42;Holz;Holzwerkstoff;HO-HW-003;Dekorativbeschichtete Holzfaserplatte;;42-19 Beton-Optik
;42;Holz;Holzwerkstoff;HO-HW-003;Dekorativbeschichtete Holzfaserplatte;;42-20 Rost- Optik
;42;Holz;Holzwerkstoff;HO-HW-003;Dekorativbeschichtete Holzfaserplatte;;42-21 Beton- Optik
;42;Holz;Holzwerkstoff;HO-HW-003;Dekorativbeschichtete Holzfaserplatte;;42-22 glatt schwarz
;42;Holz;Holzwerkstoff;HO-HW-003;Dekorativbeschichtete Holzfaserplatte;;42-23 Beton- Optik grau glatt dünn
;42;Holz;Holzwerkstoff;HO-HW-003;Dekorativbeschichtete Holzfaserplatte;;42-24 Hochglanz weiss
;42;Holz;Holzwerkstoff;HO-HW-003;Dekorativbeschichtete Holzfaserplatte;;42-25 Altholz- Optik grau
;42;Holz;Holzwerkstoff;HO-HW-003;Dekorativbeschichtete Holzfaserplatte;;42-26 Beton- Optik schwarz
;42;Holz;Holzwerkstoff;HO-HW-003;Dekorativbeschichtete Holzfaserplatte;;42-27 Altholz- Optik rustikal
;42;Holz;Holzwerkstoff;HO-HW-003;Dekorativbeschichtete Holzfaserplatte;;42-28 Beton- Optik grau
;42;Holz;Holzwerkstoff;HO-HW-003;Dekorativbeschichtete Holzfaserplatte;;42-29 Stein- Optik
;42;Holz;Holzwerkstoff;HO-HW-003;Dekorativbeschichtete Holzfaserplatte;;42-30 Musterkarte Beton- & Rost-Optik
;42;Holz;Holzwerkstoff;HO-HW-003;Dekorativbeschichtete Holzfaserplatte;;43-31 Design Wandverkleidung Grau
;43;Holz;Holzwerkstoff;HO-HW-004;leichte Spanplatte;2;43-1 normal
;43;Holz;Holzwerkstoff;HO-HW-004;leichte Spanplatte;;43- 2 schwer entflammbar
;44;Holz;Holzwerkstoff;HO-HW-004;Leichtbauplatte;1;44-1 weiss
;45;Holz;Holzwerkstoff;HO-HW-007;Holzspäne;1;45-1 Kasten mit Spänen
;46;Holz;Holzwerkstoff;HO-HW-021;Laminat;55;46-1 Holzapfel
;46;Holz;Holzwerkstoff;HO-HW-021;Laminat;;46-2 Silberfichte 
;46;Holz;Holzwerkstoff;HO-HW-021;Laminat;;46-3 Nussbaum Balance
;46;Holz;Holzwerkstoff;HO-HW-021;Laminat;;46-4 Nussbaum Classic
;46;Holz;Holzwerkstoff;HO-HW-021;Laminat;;46-5 Nussbaum Schiffsboden
;46;Holz;Holzwerkstoff;HO-HW-022;Laminat;;46-6 Eiche rauchgrau
